review_id,customer_id,product_id,rating,review_text,review_date
916,67,P005,2.1,"Exceeded expectations, highly recommend!",2025-02-02
917,231,P016,2.7,"Exceeded expectations, highly recommend!",2024-07-28
918,90,P045,3.5,Works perfectly and looks great.,2024-09-14
919,223,P015,1.7,Very satisfied with the purchase.,2025-01-12
920,264,P042,1.1,Very satisfied with the purchase.,2024-09-26
921,166,P005,1.2,"Exceeded expectations, highly recommend!",2024-05-26
922,31,P018,1.5,Poor design and overpriced.,2025-03-28
923,74,P048,2.3,Poor design and overpriced.,2025-02-01
924,122,P030,1.7,"Decent value for money, could be better.",2024-08-12
925,3,P031,3.1,"Excellent product, loved the quality.",2024-12-06
926,297,P045,2.1,Product does not match the description.,2025-03-30
927,89,P049,4.7,Works perfectly and looks great.,2025-01-09
928,56,P034,3.2,"Exceeded expectations, highly recommend!",2024-09-20
929,255,P021,3.4,Works perfectly and looks great.,2024-07-04
930,1,P005,1.4,"Terrible service, not satisfied.",2024-08-05
931,157,P029,2.9,"Exceeded expectations, highly recommend!",2024-12-27
932,260,P027,1.3,"Terrible service, not satisfied.",2025-03-13
933,14,P012,1.7,Battery life could be better.,2024-08-26
934,24,P031,2.3,Works perfectly and looks great.,2024-07-01
935,165,P010,4.9,"Decent value for money, could be better.",2025-03-23
936,34,P038,2.3,Product does not match the description.,2024-05-22
937,216,P043,4.4,"Decent value for money, could be better.",2024-06-11
938,268,P043,1.2,Fast delivery and good packaging.,2024-05-20
939,50,P008,4.2,Battery life could be better.,2025-01-21
940,42,P040,1.8,Product does not match the description.,2025-04-17
941,11,P031,2.4,Fast delivery and good packaging.,2025-04-04
942,23,P005,2.2,"Decent value for money, could be better.",2025-02-28
943,19,P029,3.0,Very satisfied with the purchase.,2025-03-01
944,43,P033,3.3,Product does not match the description.,2024-12-29
945,82,P026,3.8,Works perfectly and looks great.,2024-06-06
946,185,P018,4.7,"Decent value for money, could be better.",2025-01-13
947,289,P022,3.2,Poor design and overpriced.,2024-11-12
948,272,P011,4.8,"Exceeded expectations, highly recommend!",2025-03-29
949,46,P015,2.4,Works perfectly and looks great.,2024-10-14
950,14,P032,4.4,"Excellent product, loved the quality.",2024-11-08
951,124,P029,1.6,"Terrible service, not satisfied.",2024-09-09
952,177,P029,4.7,"Terrible service, not satisfied.",2024-05-13
953,9,P006,3.3,"Exceeded expectations, highly recommend!",2025-04-07
954,148,P045,3.0,Very satisfied with the purchase.,2024-09-05
955,35,P049,2.7,Works perfectly and looks great.,2024-05-24
956,83,P043,3.7,Very satisfied with the purchase.,2025-02-08
957,121,P048,3.9,Product does not match the description.,2024-07-02
958,239,P019,1.8,Product does not match the description.,2024-11-29
959,275,P042,1.1,Fast delivery and good packaging.,2024-10-15
960,92,P026,1.3,Works perfectly and looks great.,2024-04-22
961,267,P001,2.8,"Decent value for money, could be better.",2024-11-25
962,86,P028,3.4,"Terrible service, not satisfied.",2025-04-18
963,257,P041,2.9,"Decent value for money, could be better.",2024-05-26
964,218,P002,2.9,Very satisfied with the purchase.,2025-03-08
965,47,P017,4.6,"Terrible service, not satisfied.",2025-01-18
966,174,P020,3.4,Very satisfied with the purchase.,2024-04-22
967,166,P047,3.9,Product does not match the description.,2025-01-03
968,90,P010,4.7,Product does not match the description.,2024-08-27
969,108,P047,4.0,"Terrible service, not satisfied.",2024-12-21
970,57,P022,2.3,"Terrible service, not satisfied.",2025-01-29
971,156,P004,3.9,Works perfectly and looks great.,2025-03-15
972,5,P028,4.1,Product does not match the description.,2024-12-21
973,222,P040,3.9,"Exceeded expectations, highly recommend!",2024-05-28
974,274,P023,3.1,Product does not match the description.,2024-04-20
975,201,P014,2.3,"Terrible service, not satisfied.",2025-01-01
976,118,P010,1.7,Battery life could be better.,2024-06-25
977,12,P042,3.0,Very satisfied with the purchase.,2024-09-24
978,8,P037,4.0,Very satisfied with the purchase.,2024-04-29
979,267,P023,4.0,Works perfectly and looks great.,2024-11-28
980,8,P025,1.2,Product does not match the description.,2024-06-11
981,261,P011,3.6,Product does not match the description.,2024-07-07
982,28,P013,1.8,Poor design and overpriced.,2025-01-03
983,201,P050,2.2,"Excellent product, loved the quality.",2024-05-29
984,165,P045,3.9,Very satisfied with the purchase.,2025-02-14
985,250,P002,2.8,Very satisfied with the purchase.,2024-11-19
986,86,P023,4.3,Fast delivery and good packaging.,2024-12-18
987,159,P040,3.6,"Exceeded expectations, highly recommend!",2024-05-28
988,155,P022,4.5,Product does not match the description.,2024-08-19
989,193,P017,4.0,"Excellent product, loved the quality.",2024-10-04
990,30,P038,2.8,Very satisfied with the purchase.,2025-02-27
991,257,P009,3.1,Poor design and overpriced.,2024-10-20
992,187,P005,2.0,"Exceeded expectations, highly recommend!",2024-12-07
993,143,P047,3.5,Product does not match the description.,2024-12-14
994,104,P039,3.9,Poor design and overpriced.,2024-06-28
995,222,P044,2.8,Very satisfied with the purchase.,2025-04-08
996,242,P028,1.2,Very satisfied with the purchase.,2024-10-11
997,148,P037,1.8,"Terrible service, not satisfied.",2024-07-31
998,124,P001,3.4,Works perfectly and looks great.,2024-07-28
999,197,P012,1.9,Product does not match the description.,2024-11-12
1000,173,P009,2.1,"Decent value for money, could be better.",2025-03-04
